industry,separate_ending,frequency
NOT RELEVANT,Vilmos,24
NOT RELEVANT,VÁLLALKOZÓ,18
NOT RELEVANT,Válla,12
NOT RELEVANT,Vízgazd,12
NOT RELEVANT,Víziköz,12
NOT RELEVANT,WO,24
NOT RELEVANT,ZR,18
NOT RELEVANT,ZRT,12
NOT RELEVANT,ZRT.,132
NOT RELEVANT,ZRt.,30
NOT RELEVANT,Zita,12
NOT RELEVANT,Zoltán,210
NOT RELEVANT,Zr,12
NOT RELEVANT,Zrt,24
NOT RELEVANT,Zrt.,288
NOT RELEVANT,Zsolt,72
NOT RELEVANT,Zsuzsanna,30
NOT RELEVANT,Zárt,12
NOT RELEVANT,Zártk,12
NOT RELEVANT,Zártkörûen,12
NOT RELEVANT,f.a.,18
NOT RELEVANT,technikai,12
NOT RELEVANT,vállalkozó,24
NOT RELEVANT,Ádám,36
NOT RELEVANT,Ágnes,12
NOT RELEVANT,Ákos,18
NOT RELEVANT,Árpád,30
NOT RELEVANT,É,36
NOT RELEVANT,ÉS,108
NOT RELEVANT,Építõipari,18
NOT RELEVANT,Ért,12
NOT RELEVANT,Érté,12
NOT RELEVANT,Értékes,12
NOT RELEVANT,Éva,42
NOT RELEVANT,Õstermelõ,24
NOT RELEVANT,é,138
NOT RELEVANT,és,234
NOT RELEVANT,õstermelõ,42
REAL ESTATE,<NONE>,1920
REAL ESTATE,"""v",18
REAL ESTATE,1,42
REAL ESTATE,1-,12
REAL ESTATE,1.,12
REAL ESTATE,10,12
REAL ESTATE,11.,12
REAL ESTATE,12.,12
REAL ESTATE,13.,12
REAL ESTATE,14-16.,12
REAL ESTATE,2,36
REAL ESTATE,2.,42
REAL ESTATE,24.,12
REAL ESTATE,3,30
REAL ESTATE,3.,24
REAL ESTATE,33.,12
REAL ESTATE,35.,18
REAL ESTATE,4,12
REAL ESTATE,44.,12
REAL ESTATE,5.,18
REAL ESTATE,6,24
REAL ESTATE,6.,12
REAL ESTATE,7.,18
REAL ESTATE,9-,12
REAL ESTATE,9.,36
REAL ESTATE,F,30
REAL ESTATE,Fe,24
REAL ESTATE,Fel,12
REAL ESTATE,Felel,24
REAL ESTATE,Felelõ,30
REAL ESTATE,Felelõss,36
REAL ESTATE,Felelõssé,18
REAL ESTATE,Felelõsség,18
REAL ESTATE,Felelõsségû,18
REAL ESTATE,Hasznos,18
REAL ESTATE,Ingatl,12
REAL ESTATE,Ingatlan,12
REAL ESTATE,Ingatlanfejles,18
REAL ESTATE,Ingatlanfejlesztõ,54
REAL ESTATE,Ingatlanforga,24
REAL ESTATE,Ingatlanforgalm,12
REAL ESTATE,Ingatlanforgalmazó,54
REAL ESTATE,Ingatlanhaszn,12
REAL ESTATE,Ingatlanhasznosí,18
REAL ESTATE,Ingatlanhasznosító,30
REAL ESTATE,K,60
REAL ESTATE,KF,12
REAL ESTATE,KFT,12
REAL ESTATE,KFT.,96
REAL ESTATE,Ker,18
REAL ESTATE,Keresk,12
REAL ESTATE,Kereske,12
REAL ESTATE,Kereskedelmi,18
REAL ESTATE,Kezelõ,12
REAL ESTATE,Kf,84
REAL ESTATE,Kft,60
REAL ESTATE,Kft.,678
REAL ESTATE,Kft.-F.A.,12
REAL ESTATE,Kor,12
REAL ESTATE,Korlá,12
REAL ESTATE,Korlát,18
REAL ESTATE,Korláto,18
REAL ESTATE,Korlátolt,30
REAL ESTATE,LAKÁSSZÖVETKEZET,30
REAL ESTATE,Laká,12
REAL ESTATE,Lakásfen,12
REAL ESTATE,Lakásfenntartó,24
REAL ESTATE,Lakásszövetkezet,66
REAL ESTATE,Lakóközösség,12
REAL ESTATE,P,12
REAL ESTATE,Rend,12
REAL ESTATE,S,48
REAL ESTATE,SZÖVET,12
REAL ESTATE,SZÖVETKEZET,12
REAL ESTATE,Sz,36
REAL ESTATE,Szo,24
REAL ESTATE,Szol,42
REAL ESTATE,Szolg,12
REAL ESTATE,Szolgá,18
REAL ESTATE,Szolgál,12
REAL ESTATE,Szolgált,18
REAL ESTATE,Szolgálta,42
REAL ESTATE,Szolgáltat,12
REAL ESTATE,Szolgáltató,54
REAL ESTATE,Szolnok,12
REAL ESTATE,Szö,12
REAL ESTATE,Szöv,24
REAL ESTATE,Szövet,12
REAL ESTATE,Szövetke,30
REAL ESTATE,Szövetkez,18
REAL ESTATE,Szövetkeze,12
REAL ESTATE,Szövetkezet,54
REAL ESTATE,T,174
REAL ESTATE,TH.,48
REAL ESTATE,Tanácsad,12
REAL ESTATE,Th.,66
REAL ESTATE,TÁ,12
REAL ESTATE,TÁRSASHÁ,12
REAL ESTATE,TÁRSASHÁZ,72
REAL ESTATE,TÁRSASHÁZKÖZÖSSÉG,18
REAL ESTATE,Tá,198
REAL ESTATE,Tár,138
REAL ESTATE,Társ,216
REAL ESTATE,Társa,162
REAL ESTATE,Társas,186
REAL ESTATE,Társash,186
REAL ESTATE,Társashá,276
REAL ESTATE,Társasház,1974
REAL ESTATE,Társasházközösség,12
REAL ESTATE,ZRT.,30
REAL ESTATE,Zrt.,78
REAL ESTATE,Zártkörûen,12
REAL ESTATE,a,36
REAL ESTATE,al,48
REAL ESTATE,ala,24
REAL ESTATE,alat,30
REAL ESTATE,alatt,30
REAL ESTATE,alatti,90
REAL ESTATE,jelû,12
REAL ESTATE,lakótelep,12
REAL ESTATE,s,36
REAL ESTATE,sz,48
REAL ESTATE,sz.,78
REAL ESTATE,szá,30
REAL ESTATE,szám,42
REAL ESTATE,t,18
REAL ESTATE,társa,18
REAL ESTATE,társas,12
REAL ESTATE,társash,18
REAL ESTATE,társashá,12
REAL ESTATE,társasház,78
REAL ESTATE,u,42
REAL ESTATE,u.,54
REAL ESTATE,udvar,12
REAL ESTATE,utc,30
REAL ESTATE,utca,18
REAL ESTATE,Épít,18
REAL ESTATE,Ü,12
REAL ESTATE,é,102
REAL ESTATE,és,96
UTILITIES,<NONE>,372
UTILITIES,Fel,12
UTILITIES,Fele,12
UTILITIES,Felelõ,24
UTILITIES,Felelõs,36
UTILITIES,Felelõss,42
UTILITIES,Felelõssé,42
UTILITIES,Felelõsségû,42
UTILITIES,KFT,30
UTILITIES,KFT.,18
UTILITIES,Kf,12
UTILITIES,Kft,24
UTILITIES,Kft.,180
UTILITIES,Korlátolt,12
UTILITIES,Mûködõ,12
UTILITIES,Rész,12
UTILITIES,S,18
UTILITIES,Szolg,12
UTILITIES,Szolgá,12
UTILITIES,Társ,12
UTILITIES,V,12
UTILITIES,Z,12
UTILITIES,ZRT,12
UTILITIES,ZRT.,12
UTILITIES,Zr,12
UTILITIES,Zrt.,84
industry,<NONE>,5
